x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),participant,label,category,set
,,,-5.305,8.963,0.366,E,dead,medium,57.0
,,,3.354,12.317,8.902,E,dead,medium,57.0
0.124,-1.262,-0.266,,,,,,,
,,,17.378,40.915,56.646,E,dead,medium,57.0
,,,18.171,17.805,10.427,E,dead,medium,57.0
0.217,-1.227,0.211,,,,,,,
,,,-26.951,43.72,-21.402,E,dead,medium,57.0
,,,-24.085,30.915,12.927,E,dead,medium,57.0
0.086,-0.982,-0.156,,,,,,,
,,,3.963,-17.805,10.549,E,dead,medium,57.0
,,,3.659,3.598,15.732,E,dead,medium,57.0
0.111,-1.063,0.015,,,,,,,
,,,-10.976,37.683,18.72,E,dead,medium,57.0
,,,-12.439,41.463,9.695,E,dead,medium,57.0
0.09,-1.025,-0.023,,,,,,,
,,,-2.073,38.78,5.244,E,dead,medium,57.0
,,,1.341,38.78,3.841,E,dead,medium,57.0
0.052,-1.051,-0.081,,,,,,,
,,,1.22,21.037,2.866,E,dead,medium,57.0
,,,-6.89,21.524,4.268,E,dead,medium,57.0
0.075,-1.03,-0.034,,,,,,,
,,,-8.598,13.415,2.5,E,dead,medium,57.0
,,,-0.549,-9.146,-0.61,E,dead,medium,57.0
0.136,-1.105,-0.043,,,,,,,
,,,9.268,-44.512,-7.988,E,dead,medium,57.0
,,,22.378,-65.122,-15.183,E,dead,medium,57.0
0.11,-1.141,0.027,,,,,,,
,,,24.695,-50.915,-7.134,E,dead,medium,57.0
,,,4.268,1.098,3.78,E,dead,medium,57.0
0.083,-0.975,-0.094,,,,,,,
,,,8.232,9.634,3.232,E,dead,medium,57.0
,,,-1.402,11.22,3.232,E,dead,medium,57.0
0.029,-0.961,-0.085,,,,,,,
,,,-4.573,12.195,-1.22,E,dead,medium,57.0
,,,-0.671,1.28,0.305,E,dead,medium,57.0
0.079,-1.059,-0.043,,,,,,,
,,,4.329,-10.0,5.427,E,dead,medium,57.0
,,,5.793,-25.854,6.037,E,dead,medium,57.0
0.092,-1.036,-0.011,,,,,,,
,,,-6.22,-7.012,5.366,E,dead,medium,57.0
,,,-1.951,-10.854,2.378,E,dead,medium,57.0
0.09,-1.061,-0.015,,,,,,,
,,,-7.012,-12.134,0.488,E,dead,medium,57.0
,,,-5.0,-5.488,-0.549,E,dead,medium,57.0
0.081,-1.148,-0.038,,,,,,,
,,,-1.037,-1.037,-0.976,E,dead,medium,57.0
,,,3.598,-1.159,1.463,E,dead,medium,57.0
0.093,-1.156,-0.052,,,,,,,
,,,5.854,0.122,3.598,E,dead,medium,57.0
,,,7.134,-3.049,-0.244,E,dead,medium,57.0
0.058,-1.153,-0.039,,,,,,,
,,,8.415,-0.305,1.037,E,dead,medium,57.0
,,,9.39,-3.415,-0.915,E,dead,medium,57.0
0.067,-1.199,-0.041,,,,,,,
,,,6.159,-3.78,-1.524,E,dead,medium,57.0
,,,6.463,-10.366,-1.037,E,dead,medium,57.0
0.084,-1.201,-0.046,,,,,,,
,,,3.171,-7.012,-0.122,E,dead,medium,57.0
,,,6.159,-7.805,3.171,E,dead,medium,57.0
0.089,-1.166,-0.045,,,,,,,
,,,3.232,-0.915,-0.427,E,dead,medium,57.0
,,,9.695,0.0,1.159,E,dead,medium,57.0
0.085,-1.148,-0.044,,,,,,,
,,,11.098,-3.171,-0.549,E,dead,medium,57.0
,,,13.232,-0.244,-0.122,E,dead,medium,57.0
0.078,-1.122,-0.001,,,,,,,
,,,14.39,2.805,-0.732,E,dead,medium,57.0
,,,21.524,-9.024,-1.463,E,dead,medium,57.0
0.066,-1.059,-0.009,,,,,,,
,,,29.512,-6.098,-5.854,E,dead,medium,57.0
,,,38.476,4.695,-4.207,E,dead,medium,57.0
0.072,-0.941,-0.009,,,,,,,
,,,47.744,6.951,-5.0,E,dead,medium,57.0
,,,56.707,1.524,-2.744,E,dead,medium,57.0
0.069,-0.774,0.029,,,,,,,
,,,49.756,-2.744,12.195,E,dead,medium,57.0
,,,49.573,3.902,14.695,E,dead,medium,57.0
0.08,-0.593,0.112,,,,,,,
,,,45.244,8.11,3.354,E,dead,medium,57.0
,,,28.476,-4.451,6.646,E,dead,medium,57.0
0.063,-0.561,0.243,,,,,,,
,,,-0.488,-7.256,0.366,E,dead,medium,57.0
,,,-23.537,-12.622,5.366,E,dead,medium,57.0
0.069,-0.78,0.278,,,,,,,
,,,-28.11,-16.341,15.305,E,dead,medium,57.0
,,,-25.671,-9.634,8.78,E,dead,medium,57.0
0.037,-0.987,0.263,,,,,,,
,,,-30.0,5.854,-2.378,E,dead,medium,57.0
,,,-31.646,1.341,0.0,E,dead,medium,57.0
0.032,-0.902,0.187,,,,,,,
,,,-30.122,-1.951,-9.329,E,dead,medium,57.0
,,,-27.012,-10.793,-4.512,E,dead,medium,57.0
0.084,-0.814,0.19,,,,,,,
,,,-37.012,-1.951,-2.561,E,dead,medium,57.0
,,,-45.0,9.878,-3.78,E,dead,medium,57.0
0.061,-0.822,0.101,,,,,,,
,,,-31.585,-11.646,0.244,E,dead,medium,57.0
,,,-38.963,0.061,2.378,E,dead,medium,57.0
0.037,-0.882,0.025,,,,,,,
,,,-22.927,-18.598,-3.232,E,dead,medium,57.0
,,,-28.232,2.866,-1.646,E,dead,medium,57.0
0.081,-0.919,-0.024,,,,,,,
,,,-13.841,-10.549,6.829,E,dead,medium,57.0
,,,-22.5,-2.744,2.744,E,dead,medium,57.0
0.053,-0.979,-0.054,,,,,,,
,,,-12.5,-9.512,2.134,E,dead,medium,57.0
,,,4.878,-20.244,7.622,E,dead,medium,57.0
0.061,-1.1,-0.058,,,,,,,
,,,-5.976,-7.866,1.22,E,dead,medium,57.0
,,,-0.549,-12.622,2.805,E,dead,medium,57.0
0.075,-1.088,-0.103,,,,,,,
,,,4.39,-13.963,4.085,E,dead,medium,57.0
,,,-4.695,-3.72,-1.524,E,dead,medium,57.0
0.063,-1.127,-0.071,,,,,,,
,,,1.341,-1.098,0.976,E,dead,medium,57.0
,,,-0.366,3.598,0.793,E,dead,medium,57.0
0.079,-1.167,-0.073,,,,,,,
,,,-3.354,1.951,-5.488,E,dead,medium,57.0
,,,19.573,-25.305,-57.866,E,dead,medium,57.0
0.058,-1.249,-0.063,,,,,,,
,,,6.768,-7.927,-36.524,E,dead,medium,57.0
,,,-0.061,39.085,23.232,E,dead,medium,57.0
0.083,-1.299,-0.307,,,,,,,
,,,0.244,59.634,13.049,E,dead,medium,57.0
,,,8.049,34.573,-22.744,E,dead,medium,57.0
0.21,-1.107,0.329,,,,,,,
,,,-50.305,91.768,3.415,E,dead,medium,57.0
,,,-20.976,77.744,0.732,E,dead,medium,57.0
0.067,-1.098,-0.264,,,,,,,
,,,8.171,45.854,5.671,E,dead,medium,57.0
,,,-3.78,85.854,13.293,E,dead,medium,57.0
0.167,-1.015,-0.026,,,,,,,
,,,-16.341,122.5,10.61,E,dead,medium,57.0
,,,-4.878,50.183,19.146,E,dead,medium,57.0
-0.016,-0.939,-0.062,,,,,,,
,,,13.415,-131.22,30.366,E,dead,medium,57.0
,,,28.963,-145.671,28.963,E,dead,medium,57.0
0.146,-1.151,-0.169,,,,,,,
,,,18.78,-40.488,8.537,E,dead,medium,57.0
,,,2.744,-48.963,2.439,E,dead,medium,57.0
0.159,-1.087,0.131,,,,,,,
,,,-20.671,4.695,-5.793,E,dead,medium,57.0
,,,-23.354,60.61,-7.5,E,dead,medium,57.0
0.106,-1.029,0.085,,,,,,,
,,,-8.598,38.11,-7.073,E,dead,medium,57.0
,,,12.256,-8.293,5.305,E,dead,medium,57.0
0.027,-1.026,-0.346,,,,,,,
,,,26.646,-36.098,0.732,E,dead,medium,57.0
,,,26.341,-44.756,0.793,E,dead,medium,57.0
0.11,-1.134,0.041,,,,,,,
,,,22.683,-49.268,-6.159,E,dead,medium,57.0
,,,15.488,-46.89,-6.28,E,dead,medium,57.0
0.002,-0.94,0.003,,,,,,,
,,,1.524,-13.598,-6.463,E,dead,medium,57.0
,,,0.122,-13.598,-5.122,E,dead,medium,57.0
0.055,-1.009,-0.026,,,,,,,
,,,6.22,-25.61,-2.317,E,dead,medium,57.0
,,,-4.329,-25.732,-0.183,E,dead,medium,57.0
0.086,-1.039,0.013,,,,,,,
,,,-12.683,-6.89,1.768,E,dead,medium,57.0
,,,-10.305,-11.89,2.805,E,dead,medium,57.0
0.085,-1.054,-0.032,,,,,,,
,,,-5.732,-17.927,-2.744,E,dead,medium,57.0
,,,-7.805,-10.61,-1.707,E,dead,medium,57.0
0.081,-1.1,-0.016,,,,,,,
,,,-7.317,-11.585,0.976,E,dead,medium,57.0
,,,1.28,-15.732,0.427,E,dead,medium,57.0
0.1,-1.145,-0.003,,,,,,,
,,,-1.707,0.244,0.976,E,dead,medium,57.0
,,,4.512,-1.951,2.927,E,dead,medium,57.0
0.083,-1.138,-0.036,,,,,,,
,,,2.073,6.341,1.159,E,dead,medium,57.0
,,,7.256,-1.646,-2.561,E,dead,medium,57.0
0.08,-1.181,-0.063,,,,,,,
,,,1.524,0.183,1.463,E,dead,medium,57.0
,,,5.305,-7.744,0.122,E,dead,medium,57.0
0.09,-1.164,-0.06,,,,,,,
,,,5.732,-8.598,4.085,E,dead,medium,57.0
,,,1.646,4.817,1.098,E,dead,medium,57.0
0.086,-1.16,-0.042,,,,,,,
,,,6.829,-6.951,7.805,E,dead,medium,57.0
,,,6.402,8.72,-0.244,E,dead,medium,57.0
0.053,-1.157,-0.06,,,,,,,
,,,8.537,-10.122,3.963,E,dead,medium,57.0
,,,13.232,-7.866,0.976,E,dead,medium,57.0
0.076,-1.133,-0.029,,,,,,,
,,,15.122,4.634,-2.317,E,dead,medium,57.0
,,,13.232,1.951,6.951,E,dead,medium,57.0
0.083,-1.106,-0.029,,,,,,,
,,,20.976,-8.841,0.854,E,dead,medium,57.0
,,,22.927,-3.049,0.854,E,dead,medium,57.0
0.05,-1.051,-0.001,,,,,,,
,,,27.805,-0.244,-7.561,E,dead,medium,57.0
,,,38.171,-2.317,-11.402,E,dead,medium,57.0
0.052,-0.938,0.015,,,,,,,
,,,46.402,-12.195,-5.854,E,dead,medium,57.0
,,,52.561,-9.268,4.878,E,dead,medium,57.0
0.091,-0.786,0.042,,,,,,,
,,,43.476,11.524,1.159,E,dead,medium,57.0
,,,43.171,14.817,-3.232,E,dead,medium,57.0
0.059,-0.617,0.087,,,,,,,
,,,46.098,-2.561,-2.561,E,dead,medium,57.0
,,,35.244,-15.61,-7.012,E,dead,medium,57.0
0.078,-0.638,0.2,,,,,,,
,,,14.512,-33.232,4.939,E,dead,medium,57.0
,,,-8.902,-15.244,11.159,E,dead,medium,57.0
0.088,-0.773,0.304,,,,,,,
,,,-14.878,6.22,12.134,E,dead,medium,57.0
,,,-24.939,9.329,11.524,E,dead,medium,57.0
0.066,-0.917,0.286,,,,,,,
,,,-36.646,13.415,2.378,E,dead,medium,57.0
,,,-35.915,9.146,1.707,E,dead,medium,57.0
0.051,-0.898,0.204,,,,,,,
,,,-39.512,2.073,2.439,E,dead,medium,57.0
,,,-39.451,-1.89,2.439,E,dead,medium,57.0
0.077,-0.85,0.177,,,,,,,
,,,-45.366,2.927,-0.488,E,dead,medium,57.0
,,,-48.11,8.476,-0.366,E,dead,medium,57.0
0.062,-0.807,0.047,,,,,,,
,,,-39.634,-4.207,-2.927,E,dead,medium,57.0
,,,-35.0,-13.963,1.585,E,dead,medium,57.0
0.064,-0.895,-0.025,,,,,,,
,,,-29.085,-20.671,3.537,E,dead,medium,57.0
,,,-25.61,-16.463,0.671,E,dead,medium,57.0
0.061,-0.942,-0.008,,,,,,,
,,,-14.329,-18.293,2.5,E,dead,medium,57.0
,,,-10.122,-13.354,-1.463,E,dead,medium,57.0
0.048,-1.028,0.008,,,,,,,
,,,-13.902,-14.695,-2.195,E,dead,medium,57.0
,,,-0.366,-9.512,8.598,E,dead,medium,57.0
0.079,-1.083,-0.09,,,,,,,
,,,-6.159,-0.854,6.646,E,dead,medium,57.0
,,,-9.146,-2.561,3.415,E,dead,medium,57.0
0.028,-1.105,-0.107,,,,,,,
,,,0.122,-22.317,0.549,E,dead,medium,57.0
,,,-3.049,-20.366,2.988,E,dead,medium,57.0
0.049,-1.13,-0.079,,,,,,,
,,,0.549,-6.463,-4.024,E,dead,medium,57.0
,,,7.561,-2.561,-5.488,E,dead,medium,57.0
0.055,-1.201,-0.071,,,,,,,
,,,0.549,-27.317,-68.476,E,dead,medium,57.0
,,,-1.768,-18.11,-37.012,E,dead,medium,57.0
0.091,-1.086,-0.094,,,,,,,
,,,4.573,9.268,-4.146,E,dead,medium,57.0
,,,-1.22,40.671,9.207,E,dead,medium,57.0
0.145,-1.403,-0.208,,,,,,,
,,,5.854,48.415,49.512,E,dead,medium,57.0
,,,18.171,4.878,2.256,E,dead,medium,57.0
0.204,-1.247,0.175,,,,,,,
,,,-25.061,53.963,-5.122,E,dead,medium,57.0
,,,-15.732,37.927,-8.476,E,dead,medium,57.0
0.002,-1.004,-0.327,,,,,,,
,,,2.134,-8.78,0.305,E,dead,medium,57.0
,,,2.622,-22.744,11.768,E,dead,medium,57.0
0.146,-1.16,-0.008,,,,,,,
,,,0.793,-5.366,5.427,E,dead,medium,57.0
,,,-3.598,21.463,0.427,E,dead,medium,57.0
0.082,-0.973,-0.023,,,,,,,
,,,2.378,7.683,2.622,E,dead,medium,57.0
,,,4.756,8.11,5.854,E,dead,medium,57.0
0.104,-1.032,-0.056,,,,,,,
,,,6.22,2.317,8.293,E,dead,medium,57.0
,,,4.878,1.707,9.512,E,dead,medium,57.0
0.102,-0.986,-0.096,,,,,,,
,,,4.512,3.841,10.427,E,dead,medium,57.0
,,,6.585,-7.866,8.78,E,dead,medium,57.0
0.028,-1.008,-0.11,,,,,,,
,,,8.171,-10.122,5.549,E,dead,medium,57.0
,,,5.183,-10.976,3.598,E,dead,medium,57.0
0.051,-1.006,-0.063,,,,,,,
,,,1.28,-0.976,3.537,E,dead,medium,57.0
,,,6.524,-4.634,3.171,E,dead,medium,57.0
0.09,-1.027,-0.034,,,,,,,
,,,9.024,-9.329,2.195,E,dead,medium,57.0
,,,4.39,-1.89,2.073,E,dead,medium,57.0
0.051,-1.063,-0.024,,,,,,,
,,,4.451,-9.085,1.707,E,dead,medium,57.0
,,,4.817,-1.037,0.122,E,dead,medium,57.0
0.046,-1.042,-0.026,,,,,,,
,,,4.573,0.427,0.122,E,dead,medium,57.0
,,,3.72,7.561,-2.5,E,dead,medium,57.0
0.07,-1.002,0.008,,,,,,,
,,,0.305,9.756,-4.39,E,dead,medium,57.0
,,,0.0,19.329,5.244,E,dead,medium,57.0
0.049,-1.027,-0.074,,,,,,,
,,,-1.646,18.659,7.256,E,dead,medium,57.0
,,,3.78,-14.024,3.232,E,dead,medium,57.0
0.07,-1.057,-0.087,,,,,,,
,,,5.366,-18.476,2.378,E,dead,medium,57.0
,,,2.561,-8.841,1.829,E,dead,medium,57.0
0.033,-1.037,0.062,,,,,,,
,,,-2.134,5.305,2.195,E,dead,medium,57.0
,,,-2.5,4.878,3.049,E,dead,medium,57.0
0.051,-1.031,-0.015,,,,,,,
,,,-2.866,2.195,5.061,E,dead,medium,57.0
,,,-1.585,-3.415,4.695,E,dead,medium,57.0
0.042,-1.024,-0.06,,,,,,,
,,,-1.098,-11.037,3.354,E,dead,medium,57.0
,,,-1.646,-12.683,2.256,E,dead,medium,57.0
0.029,-1.027,-0.037,,,,,,,
,,,-3.476,0.0,3.598,E,dead,medium,57.0
,,,-5.549,4.634,4.024,E,dead,medium,57.0
0.025,-1.019,-0.045,,,,,,,
,,,-5.366,5.061,3.171,E,dead,medium,57.0
,,,-3.598,2.561,0.793,E,dead,medium,57.0
0.029,-1.036,-0.043,,,,,,,
,,,-4.39,2.683,-0.305,E,dead,medium,57.0
,,,-2.439,-0.488,-1.098,E,dead,medium,57.0
0.021,-1.052,0.01,,,,,,,
,,,-0.122,-1.951,-0.122,E,dead,medium,57.0
,,,-2.317,2.5,1.524,E,dead,medium,57.0
0.035,-1.027,-0.076,,,,,,,
,,,-5.366,0.854,1.951,E,dead,medium,57.0
,,,-2.256,-8.11,1.646,E,dead,medium,57.0
0.027,-1.024,-0.1,,,,,,,
,,,-0.976,-7.256,-0.122,E,dead,medium,57.0
,,,0.0,-9.878,-1.707,E,dead,medium,57.0
0.018,-1.054,-0.006,,,,,,,
,,,1.22,-5.122,-0.61,E,dead,medium,57.0
,,,-0.549,5.549,0.793,E,dead,medium,57.0
0.043,-1.022,-0.103,,,,,,,
,,,-0.793,3.354,1.951,E,dead,medium,57.0
,,,0.244,-3.415,3.659,E,dead,medium,57.0
0.082,-1.101,-0.031,,,,,,,
,,,0.793,1.829,4.756,E,dead,medium,57.0
,,,4.695,34.695,1.951,E,dead,medium,57.0
0.101,-1.186,0.04,,,,,,,
,,,-1.829,130.854,2.744,E,dead,medium,57.0
,,,14.512,57.378,12.622,E,dead,medium,57.0
-0.166,-1.234,-0.023,,,,,,,
,,,41.159,-59.39,16.951,E,dead,medium,57.0
,,,26.951,-30.183,7.683,E,dead,medium,57.0
0.022,-1.069,-0.187,,,,,,,
,,,19.512,-4.085,0.732,E,dead,medium,57.0
,,,21.463,-8.049,-2.073,E,dead,medium,57.0
0.132,-1.241,-0.075,,,,,,,
,,,16.098,-44.085,-4.39,E,dead,medium,57.0
,,,14.329,-77.012,-7.439,E,dead,medium,57.0
0.147,-1.315,-0.069,,,,,,,
,,,12.5,-71.098,-17.256,E,dead,medium,57.0
,,,5.549,-33.232,-26.159,E,dead,medium,57.0
0.147,-1.154,-0.022,,,,,,,
,,,8.354,-46.646,-28.841,E,dead,medium,57.0
,,,18.78,-73.476,-21.951,E,dead,medium,57.0
0.065,-1.049,0.053,,,,,,,
,,,25.976,-47.805,-16.707,E,dead,medium,57.0
,,,28.72,-39.939,-14.573,E,dead,medium,57.0
0.092,-1.023,0.122,,,,,,,
,,,32.683,-28.354,-6.707,E,dead,medium,57.0
,,,35.122,-12.622,6.037,E,dead,medium,57.0
0.004,-0.945,0.092,,,,,,,
,,,48.415,-41.768,10.305,E,dead,medium,57.0
,,,65.244,-70.122,-2.256,E,dead,medium,57.0
0.082,-0.903,0.123,,,,,,,
,,,83.293,-87.134,-23.659,E,dead,medium,57.0
,,,97.744,-103.537,-39.146,E,dead,medium,57.0
0.196,-0.986,0.175,,,,,,,
,,,103.049,-121.463,-37.866,E,dead,medium,57.0
,,,99.207,-113.598,-25.427,E,dead,medium,57.0
0.241,-0.789,0.237,,,,,,,
,,,84.939,-70.305,-17.622,E,dead,medium,57.0
,,,61.707,-28.963,-19.817,E,dead,medium,57.0
0.222,-0.454,0.354,,,,,,,
,,,37.195,-3.78,-21.28,E,dead,medium,57.0
,,,17.012,16.159,-10.244,E,dead,medium,57.0
0.183,-0.54,0.416,,,,,,,
,,,3.537,35.427,6.524,E,dead,medium,57.0
,,,-1.463,39.268,15.732,E,dead,medium,57.0
0.203,-0.77,0.524,,,,,,,
,,,0.305,24.085,14.451,E,dead,medium,57.0
,,,7.256,5.793,8.232,E,dead,medium,57.0
0.171,-0.911,0.525,,,,,,,
,,,8.049,-0.122,20.61,E,dead,heavy,10.0
,,,6.037,2.561,18.354,E,dead,heavy,10.0
,,,-8.841,23.049,0.854,E,dead,heavy,10.0
,,,-17.256,21.585,-1.89,E,dead,heavy,10.0
,,,-2.439,-17.561,-6.524,E,dead,heavy,10.0
,,,-1.22,-17.012,-10.854,E,dead,heavy,10.0
,,,-5.915,-5.305,-4.207,E,dead,heavy,10.0
,,,0.244,-13.293,-0.183,E,dead,heavy,10.0
0.044,-1.007,-0.142,,,,,,,
,,,2.622,-14.085,-3.963,E,dead,heavy,10.0
,,,9.634,-21.585,-5.915,E,dead,heavy,10.0
0.042,-1.039,-0.185,,,,,,,
,,,6.585,-13.049,-1.463,E,dead,heavy,10.0
,,,2.317,-9.573,0.122,E,dead,heavy,10.0
0.066,-1.02,-0.138,,,,,,,
,,,7.012,-13.171,-2.866,E,dead,heavy,10.0
,,,3.659,-4.512,0.549,E,dead,heavy,10.0
0.06,-1.059,-0.134,,,,,,,
,,,7.195,-4.268,3.659,E,dead,heavy,10.0
,,,7.195,-4.329,1.951,E,dead,heavy,10.0
0.064,-1.121,-0.16,,,,,,,
,,,10.854,-6.707,2.744,E,dead,heavy,10.0
,,,3.902,-1.22,2.622,E,dead,heavy,10.0
0.067,-1.161,-0.158,,,,,,,
,,,5.305,-4.268,0.183,E,dead,heavy,10.0
,,,9.329,-2.073,4.512,E,dead,heavy,10.0
0.05,-1.157,-0.165,,,,,,,
,,,7.012,4.939,0.793,E,dead,heavy,10.0
,,,5.854,-4.024,1.768,E,dead,heavy,10.0
0.038,-1.18,-0.158,,,,,,,
,,,3.476,0.061,2.561,E,dead,heavy,10.0
,,,7.561,-0.793,2.5,E,dead,heavy,10.0
0.043,-1.162,-0.162,,,,,,,
,,,6.463,1.098,5.915,E,dead,heavy,10.0
,,,8.232,-1.22,3.293,E,dead,heavy,10.0
0.046,-1.152,-0.152,,,,,,,
,,,5.244,4.146,3.11,E,dead,heavy,10.0
,,,5.0,0.488,2.988,E,dead,heavy,10.0
0.038,-1.127,-0.133,,,,,,,
,,,4.634,3.659,3.78,E,dead,heavy,10.0
,,,5.915,2.134,2.683,E,dead,heavy,10.0
0.039,-1.112,-0.119,,,,,,,
,,,7.622,-1.89,3.171,E,dead,heavy,10.0
,,,12.561,4.756,0.366,E,dead,heavy,10.0
0.02,-1.081,-0.116,,,,,,,
,,,20.427,-7.805,1.037,E,dead,heavy,10.0
,,,23.476,7.744,-0.793,E,dead,heavy,10.0
0.006,-1.028,-0.093,,,,,,,
,,,39.329,-7.073,1.463,E,dead,heavy,10.0
,,,46.463,-11.463,8.963,E,dead,heavy,10.0
0.004,-0.929,-0.087,,,,,,,
,,,49.146,-16.341,12.439,E,dead,heavy,10.0
,,,45.427,6.402,13.902,E,dead,heavy,10.0
0.027,-0.757,0.009,,,,,,,
,,,45.488,11.646,17.317,E,dead,heavy,10.0
,,,46.463,1.037,16.768,E,dead,heavy,10.0
0.03,-0.616,0.087,,,,,,,
,,,31.585,-12.683,13.354,E,dead,heavy,10.0
,,,12.256,-0.427,6.037,E,dead,heavy,10.0
-0.006,-0.664,0.196,,,,,,,
,,,-4.756,4.024,5.671,E,dead,heavy,10.0
,,,-7.988,0.61,9.024,E,dead,heavy,10.0
0.007,-0.917,0.192,,,,,,,
,,,-12.073,-0.854,5.488,E,dead,heavy,10.0
,,,-12.256,8.476,3.963,E,dead,heavy,10.0
-0.042,-1.086,0.152,,,,,,,
,,,-16.037,7.622,-2.805,E,dead,heavy,10.0
,,,-23.902,15.061,-3.11,E,dead,heavy,10.0
-0.046,-1.042,0.148,,,,,,,
,,,-32.378,12.378,-6.707,E,dead,heavy,10.0
,,,-36.22,7.866,-13.963,E,dead,heavy,10.0
-0.043,-0.857,0.136,,,,,,,
,,,-37.195,7.561,-19.268,E,dead,heavy,10.0
,,,-29.451,-15.366,-20.854,E,dead,heavy,10.0
-0.058,-0.782,0.045,,,,,,,
,,,-26.89,-19.268,-11.646,E,dead,heavy,10.0
,,,-24.024,-20.061,-5.122,E,dead,heavy,10.0
0.024,-0.852,0.02,,,,,,,
,,,-21.402,-36.829,-3.841,E,dead,heavy,10.0
,,,-29.024,-20.427,3.476,E,dead,heavy,10.0
0.019,-0.936,0.0,,,,,,,
,,,-35.488,10.488,-1.768,E,dead,heavy,10.0
,,,-21.402,-3.902,-2.683,E,dead,heavy,10.0
-0.018,-0.909,-0.054,,,,,,,
,,,-10.671,-6.037,-4.878,E,dead,heavy,10.0
,,,-8.598,-2.378,-3.598,E,dead,heavy,10.0
-0.006,-0.998,-0.148,,,,,,,
,,,-13.354,7.317,-2.5,E,dead,heavy,10.0
,,,0.305,-9.451,-0.183,E,dead,heavy,10.0
-0.005,-1.064,-0.091,,,,,,,
,,,2.683,-0.671,-1.402,E,dead,heavy,10.0
,,,3.171,-4.085,1.098,E,dead,heavy,10.0
0.031,-1.039,-0.188,,,,,,,
,,,-0.061,-1.768,1.341,E,dead,heavy,10.0
,,,1.585,-3.11,1.037,E,dead,heavy,10.0
0.03,-1.071,-0.129,,,,,,,
,,,0.183,2.073,0.549,E,dead,heavy,10.0
,,,0.915,-3.049,1.22,E,dead,heavy,10.0
0.018,-1.075,-0.145,,,,,,,
,,,-3.841,2.256,0.0,E,dead,heavy,10.0
,,,-5.061,2.622,0.61,E,dead,heavy,10.0
0.031,-1.115,-0.137,,,,,,,
,,,-5.122,-3.476,-0.183,E,dead,heavy,10.0
,,,-3.232,0.122,-18.72,E,dead,heavy,10.0
-0.006,-1.173,-0.134,,,,,,,
,,,3.171,-3.72,-13.11,E,dead,heavy,10.0
,,,1.951,19.451,5.305,E,dead,heavy,10.0
0.059,-1.051,-0.173,,,,,,,
,,,-2.866,29.207,-5.122,E,dead,heavy,10.0
,,,24.024,-13.902,-14.512,E,dead,heavy,10.0
0.006,-1.393,-0.356,,,,,,,
,,,-35.0,35.122,2.012,E,dead,heavy,10.0
,,,-17.805,23.11,-2.927,E,dead,heavy,10.0
0.103,-1.05,0.078,,,,,,,
,,,-0.854,-5.915,11.89,E,dead,heavy,10.0
,,,-13.11,27.317,0.671,E,dead,heavy,10.0
0.102,-1.014,-0.168,,,,,,,
,,,7.012,-21.341,-9.146,E,dead,heavy,10.0
,,,28.11,-92.073,1.037,E,dead,heavy,10.0
0.074,-1.143,-0.192,,,,,,,
,,,23.232,-56.768,2.439,E,dead,heavy,10.0
,,,10.549,2.012,7.622,E,dead,heavy,10.0
0.078,-1.099,-0.133,,,,,,,
,,,3.171,17.683,9.146,E,dead,heavy,10.0
,,,-0.305,11.28,9.024,E,dead,heavy,10.0
0.02,-0.957,-0.119,,,,,,,
,,,0.0,-0.915,11.463,E,dead,heavy,10.0
,,,-0.671,-5.0,5.732,E,dead,heavy,10.0
0.017,-1.052,-0.146,,,,,,,
,,,-2.134,-1.646,1.28,E,dead,heavy,10.0
,,,-0.671,-4.451,5.183,E,dead,heavy,10.0
0.024,-1.153,-0.126,,,,,,,
,,,-4.878,1.585,3.963,E,dead,heavy,10.0
,,,-4.024,1.463,1.768,E,dead,heavy,10.0
0.029,-1.199,-0.132,,,,,,,
,,,-1.098,0.671,2.195,E,dead,heavy,10.0
,,,-0.854,1.341,0.427,E,dead,heavy,10.0
0.025,-1.215,-0.172,,,,,,,
,,,-0.183,1.585,-1.951,E,dead,heavy,10.0
,,,4.939,-4.39,1.402,E,dead,heavy,10.0
0.012,-1.19,-0.183,,,,,,,
,,,6.524,-4.268,0.915,E,dead,heavy,10.0
,,,4.451,-1.585,2.317,E,dead,heavy,10.0
0.019,-1.187,-0.167,,,,,,,
,,,9.573,-7.012,1.585,E,dead,heavy,10.0
,,,8.476,-0.976,0.671,E,dead,heavy,10.0
0.019,-1.158,-0.155,,,,,,,
,,,13.171,-0.061,-0.305,E,dead,heavy,10.0
,,,16.098,-0.549,4.939,E,dead,heavy,10.0
0.006,-1.138,-0.155,,,,,,,
,,,18.476,3.11,-3.293,E,dead,heavy,10.0
,,,28.171,3.171,-2.5,E,dead,heavy,10.0
-0.015,-1.084,-0.135,,,,,,,
,,,29.573,7.561,-3.72,E,dead,heavy,10.0
,,,48.049,10.915,-5.061,E,dead,heavy,10.0
-0.015,-0.979,-0.089,,,,,,,
,,,64.634,-15.732,-0.122,E,dead,heavy,10.0
,,,56.951,13.049,0.976,E,dead,heavy,10.0
0.02,-0.843,-0.075,,,,,,,
,,,56.829,27.195,4.634,E,dead,heavy,10.0
,,,59.451,2.805,23.902,E,dead,heavy,10.0
0.055,-0.68,0.051,,,,,,,
